group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6254107338444688,0.6378566354350664,0.0
correct,mp,erase_bedrooms,0.6100766703176341,0.6215056447277475,0.01533406352683464
correct,mp,erase_bathrooms,0.6035049288061336,0.6246736041778665,0.02190580503833517
correct,mp,erase_year_built,0.5991237677984665,0.6214000460794102,0.026286966046002225
correct,mp,erase_lot_size,0.6221248630887185,0.6372446432685662,0.003285870755750264
incorrect,mp,baseline,0.6108452950558214,0.634979390111355,0.0
incorrect,mp,erase_bedrooms,0.6108452950558214,0.6250025634189857,0.0
incorrect,mp,erase_bathrooms,0.5901116427432217,0.6232799458605911,0.020733652312599715
incorrect,mp,erase_year_built,0.6092503987240829,0.6336053975350163,0.0015948963317384823
incorrect,mp,erase_lot_size,0.6220095693779905,0.6343846769066711,-0.011164274322169043
