group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5102974828375286,0.5146954757748738,0.0
correct,mp,erase_bedrooms,0.5045766590389016,0.5159797245941511,0.005720823798627039
correct,mp,erase_bathrooms,0.5102974828375286,0.5139196846513919,0.0
correct,mp,erase_year_built,0.5137299771167048,0.5161998815345987,-0.003432494279176135
correct,mp,erase_lot_size,0.5102974828375286,0.5156390055196489,0.0
incorrect,mp,baseline,0.5345345345345346,0.5683500650007223,0.0
incorrect,mp,erase_bedrooms,0.5375375375375375,0.5675195002166691,-0.0030030030030029353
incorrect,mp,erase_bathrooms,0.5375375375375375,0.5628566011844576,-0.0030030030030029353
incorrect,mp,erase_year_built,0.539039039039039,0.5661472627473638,-0.0045045045045044585
incorrect,mp,erase_lot_size,0.5375375375375375,0.5663819875776397,-0.0030030030030029353
