group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5137299771167048,0.5159980710058552,0.0
correct,mp,erase_bedrooms,0.5068649885583524,0.514559188145073,0.006864988558352381
correct,mp,erase_bathrooms,0.4988558352402746,0.5142551618939788,0.014874141876430158
correct,mp,erase_year_built,0.511441647597254,0.5160793194005441,0.0022883295194507935
correct,mp,erase_lot_size,0.5125858123569794,0.512488664538483,0.0011441647597253413
incorrect,mp,baseline,0.551051051051051,0.5624638884876498,0.0
incorrect,mp,erase_bedrooms,0.5480480480480481,0.5613263758486204,0.0030030030030029353
incorrect,mp,erase_bathrooms,0.545045045045045,0.558098909432327,0.006006006006005982
incorrect,mp,erase_year_built,0.551051051051051,0.5608840098223313,0.0
incorrect,mp,erase_lot_size,0.5420420420420421,0.561859020655785,0.009009009009008917
