group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6111719605695509,0.6284799554565701,0.0
correct,mp,erase_bedrooms,0.6046002190580504,0.6187840795637816,0.006571741511500528
correct,mp,erase_bathrooms,0.6089813800657174,0.6209824514246218,0.0021905805038334725
correct,mp,erase_year_built,0.6035049288061336,0.618505683127256,0.00766703176341732
correct,mp,erase_lot_size,0.6067907995618839,0.6273471699562245,0.004381161007667056
incorrect,mp,baseline,0.5933014354066986,0.6250845928265284,0.0
incorrect,mp,erase_bedrooms,0.5789473684210527,0.6096323031806903,0.014354066985645897
incorrect,mp,erase_bathrooms,0.5757575757575758,0.6124213030371388,0.01754385964912275
incorrect,mp,erase_year_built,0.5964912280701754,0.6214958062465394,-0.0031897926634768536
incorrect,mp,erase_lot_size,0.5885167464114832,0.6254639788364128,0.004784688995215336
