group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5938215102974829,0.6068049461925954,0.0
correct,mp,erase_bedrooms,0.5823798627002288,0.5983603549768572,0.011441647597254079
correct,mp,erase_bathrooms,0.5778032036613272,0.5782736550769764,0.016018306636155666
correct,mp,erase_year_built,0.5846681922196796,0.594617686989249,0.009153318077803285
correct,mp,erase_lot_size,0.5835240274599542,0.5982922111619569,0.010297482837528626
incorrect,mp,baseline,0.6111111111111112,0.6450238335981511,0.0
incorrect,mp,erase_bedrooms,0.6006006006006006,0.6257132023689153,0.010510510510510551
incorrect,mp,erase_bathrooms,0.5960960960960962,0.6176693629929221,0.01501501501501501
incorrect,mp,erase_year_built,0.5930930930930931,0.6389390437671529,0.018018018018018056
incorrect,mp,erase_lot_size,0.6111111111111112,0.6413314314603495,0.0
