group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5848849945235487,0.6188224790722678,0.0
correct,mp,erase_bedrooms,0.5750273822562979,0.6068418324245449,0.009857612267250793
correct,mp,erase_bathrooms,0.5739320920043811,0.6036354734659397,0.010952902519167584
correct,mp,erase_year_built,0.5662650602409639,0.6078594193994317,0.018619934282584794
correct,mp,erase_lot_size,0.5859802847754655,0.619225673911374,-0.0010952902519167917
incorrect,mp,baseline,0.5901116427432217,0.631739228513422,0.0
incorrect,mp,erase_bedrooms,0.583732057416268,0.6210036298012838,0.006379585326953707
incorrect,mp,erase_bathrooms,0.5964912280701754,0.6215368209503107,-0.006379585326953707
incorrect,mp,erase_year_built,0.5917065390749602,0.6285708426470891,-0.0015948963317384823
incorrect,mp,erase_lot_size,0.6156299840510366,0.6340052908967865,-0.02551834130781494
