group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.505720823798627,0.5121112526405729,0.0
correct,mp,erase_bedrooms,0.5137299771167048,0.5126930959831842,-0.008009153318077722
correct,mp,erase_bathrooms,0.5137299771167048,0.5094903366828639,-0.008009153318077722
correct,mp,erase_year_built,0.5045766590389016,0.5124100370597516,0.0011441647597254523
correct,mp,erase_lot_size,0.5011441647597255,0.5070738521698563,0.004576659038901587
incorrect,mp,baseline,0.5330330330330331,0.5673479705330059,0.0
incorrect,mp,erase_bedrooms,0.5375375375375375,0.5704264769608551,-0.0045045045045044585
incorrect,mp,erase_bathrooms,0.524024024024024,0.56711324570273,0.009009009009009028
incorrect,mp,erase_year_built,0.5330330330330331,0.5692799364437383,0.0
incorrect,mp,erase_lot_size,0.536036036036036,0.570254947277192,-0.0030030030030029353
