group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5846681922196796,0.5905762345824619,0.0
correct,mp,erase_bedrooms,0.5789473684210527,0.5855178667840837,0.005720823798626928
correct,mp,erase_bathrooms,0.5743707093821511,0.5824566369454798,0.010297482837528515
correct,mp,erase_year_built,0.580091533180778,0.5865452658395056,0.004576659038901587
correct,mp,erase_lot_size,0.5812356979405034,0.5849727162648803,0.003432494279176135
incorrect,mp,baseline,0.5855855855855856,0.631996605517839,0.0
incorrect,mp,erase_bedrooms,0.5855855855855856,0.6237722085800953,0.0
incorrect,mp,erase_bathrooms,0.5735735735735735,0.6158637873754153,0.012012012012012074
incorrect,mp,erase_year_built,0.5915915915915916,0.6359688718763542,-0.006006006006005982
incorrect,mp,erase_lot_size,0.5915915915915916,0.6329716163512928,-0.006006006006005982
