group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5585980284775466,0.5769190154366024,0.0
correct,mp,erase_bedrooms,0.5553121577217963,0.5843493203286998,0.003285870755750264
correct,mp,erase_bathrooms,0.5553121577217963,0.5765302204131788,0.003285870755750264
correct,mp,erase_year_built,0.5531215772179627,0.5785221949159052,0.005476451259583848
correct,mp,erase_lot_size,0.5509309967141293,0.5808357653022042,0.00766703176341732
incorrect,mp,baseline,0.6108452950558214,0.6418390993171051,0.0
incorrect,mp,erase_bedrooms,0.6124401913875598,0.6533129626971268,-0.0015948963317383713
incorrect,mp,erase_bathrooms,0.6044657097288676,0.6379939708385456,0.006379585326953818
incorrect,mp,erase_year_built,0.5980861244019139,0.6460841211574349,0.012759170653907526
incorrect,mp,erase_lot_size,0.5996810207336523,0.6528412936037569,0.011164274322169154
