group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5331807780320366,0.5459158266631022,0.0
correct,mp,erase_bedrooms,0.5434782608695652,0.5422046096669865,-0.010297482837528626
correct,mp,erase_bathrooms,0.522883295194508,0.5300488014551326,0.010297482837528515
correct,mp,erase_year_built,0.5320366132723112,0.5417380866265142,0.0011441647597253413
correct,mp,erase_lot_size,0.528604118993135,0.5454807546141225,0.004576659038901587
incorrect,mp,baseline,0.5585585585585585,0.5662375415282392,0.0
incorrect,mp,erase_bedrooms,0.5540540540540541,0.5650684313159035,0.0045045045045044585
incorrect,mp,erase_bathrooms,0.5540540540540541,0.5632583417593529,0.0045045045045044585
incorrect,mp,erase_year_built,0.56006006006006,0.5668514372381915,-0.0015015015015015232
incorrect,mp,erase_lot_size,0.5525525525525525,0.5664903221146902,0.006006006006005982
