group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5673603504928806,0.5896676522540512,0.0
correct,mp,erase_bedrooms,0.5826944140197152,0.5985763382228708,-0.01533406352683464
correct,mp,erase_bathrooms,0.5651697699890471,0.5895716534828354,0.0021905805038334725
correct,mp,erase_year_built,0.5826944140197152,0.6010147070117503,-0.01533406352683464
correct,mp,erase_lot_size,0.5761226725082147,0.5984083403732432,-0.008762322015334112
incorrect,mp,baseline,0.6060606060606061,0.644084654348584,0.0
incorrect,mp,erase_bedrooms,0.6347687400318979,0.6575169698336853,-0.028708133971291794
incorrect,mp,erase_bathrooms,0.6108452950558214,0.6454278858970941,-0.004784688995215336
incorrect,mp,erase_year_built,0.6124401913875598,0.6494883415704531,-0.006379585326953707
incorrect,mp,erase_lot_size,0.6188197767145136,0.6572708816110576,-0.012759170653907526
