group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5663615560640732,0.5796103222154079,0.0
correct,mp,erase_bedrooms,0.568649885583524,0.5763761119235951,-0.0022883295194507935
correct,mp,erase_bathrooms,0.5583524027459954,0.5736608429914086,0.008009153318077833
correct,mp,erase_year_built,0.5697940503432495,0.5801659563984422,-0.003432494279176246
correct,mp,erase_lot_size,0.5720823798627003,0.5795264529047611,-0.005720823798627039
incorrect,mp,baseline,0.5990990990990991,0.6339195435504839,0.0
incorrect,mp,erase_bedrooms,0.5990990990990991,0.6290715730174781,0.0
incorrect,mp,erase_bathrooms,0.5930930930930931,0.6178138090423227,0.006006006006005982
incorrect,mp,erase_year_built,0.6066066066066066,0.6337750975010833,-0.007507507507507505
incorrect,mp,erase_lot_size,0.5930930930930931,0.6332334248158313,0.006006006006005982
