group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5720823798627003,0.5892919857631845,0.0
correct,mp,erase_bedrooms,0.5720823798627003,0.5900048749036814,0.0
correct,mp,erase_bathrooms,0.5743707093821511,0.5822259963412013,-0.0022883295194507935
correct,mp,erase_year_built,0.5755148741418764,0.585119487558512,-0.003432494279176135
correct,mp,erase_lot_size,0.5743707093821511,0.5846110298627164,-0.0022883295194507935
incorrect,mp,baseline,0.6126126126126126,0.645646757186191,0.0
incorrect,mp,erase_bedrooms,0.6171171171171171,0.6364383215369059,-0.0045045045045045695
incorrect,mp,erase_bathrooms,0.5990990990990991,0.6261149429438104,0.013513513513513487
incorrect,mp,erase_year_built,0.6111111111111112,0.6462155135057056,0.0015015015015014122
incorrect,mp,erase_lot_size,0.6096096096096096,0.6446717463527373,0.0030030030030029353
