group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5778032036613272,0.5947539746190499,0.0
correct,mp,erase_bedrooms,0.5778032036613272,0.5978466554491464,0.0
correct,mp,erase_bathrooms,0.5709382151029748,0.5829126763221211,0.006864988558352381
correct,mp,erase_year_built,0.5766590389016019,0.5902040645164672,0.0011441647597253413
correct,mp,erase_lot_size,0.5732265446224256,0.590214548180298,0.004576659038901587
incorrect,mp,baseline,0.5960960960960962,0.6394446049400548,0.0
incorrect,mp,erase_bedrooms,0.5900900900900901,0.6297757475083057,0.006006006006006093
incorrect,mp,erase_bathrooms,0.5930930930930931,0.6243364509605662,0.0030030030030030463
incorrect,mp,erase_year_built,0.5915915915915916,0.6333778708652318,0.0045045045045045695
incorrect,mp,erase_lot_size,0.5960960960960962,0.6378286147623862,0.0
