group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5531215772179627,0.5686103217878812,0.0
correct,mp,erase_bedrooms,0.5498357064622125,0.5664695491897704,0.003285870755750264
correct,mp,erase_bathrooms,0.5542168674698795,0.5685575224637125,-0.0010952902519167917
correct,mp,erase_year_built,0.5421686746987951,0.5624424007372706,0.010952902519167584
correct,mp,erase_lot_size,0.5531215772179627,0.5696903079640581,0.0
incorrect,mp,baseline,0.6076555023923444,0.6455611836843508,0.0
incorrect,mp,erase_bedrooms,0.6156299840510366,0.6442999815433833,-0.00797448165869219
incorrect,mp,erase_bathrooms,0.6044657097288676,0.6442794741914978,0.0031897926634768536
incorrect,mp,erase_year_built,0.6012759170653907,0.6507905584151918,0.006379585326953707
incorrect,mp,erase_lot_size,0.6188197767145136,0.6452125587022948,-0.011164274322169154
