group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.580091533180778,0.5892605347716919,0.0
correct,mp,erase_bedrooms,0.5812356979405034,0.586406357293747,-0.0011441647597254523
correct,mp,erase_bathrooms,0.5675057208237986,0.5770156154172761,0.01258581235697942
correct,mp,erase_year_built,0.5766590389016019,0.5823622839710021,0.003432494279176135
correct,mp,erase_lot_size,0.5869565217391305,0.5896903649887563,-0.006864988558352492
incorrect,mp,baseline,0.6036036036036037,0.6406994799942223,0.0
incorrect,mp,erase_bedrooms,0.5990990990990991,0.6213798208868988,0.0045045045045045695
incorrect,mp,erase_bathrooms,0.6051051051051051,0.6217093384370938,-0.0015015015015014122
incorrect,mp,erase_year_built,0.6006006006006006,0.6364473494149935,0.0030030030030030463
incorrect,mp,erase_lot_size,0.6096096096096096,0.6325066806297849,-0.006006006006005982
