group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5766590389016019,0.5931027975656932,0.0
correct,mp,erase_bedrooms,0.568649885583524,0.5927830458188528,0.008009153318077833
correct,mp,erase_bathrooms,0.5697940503432495,0.5846424808542089,0.006864988558352381
correct,mp,erase_year_built,0.5743707093821511,0.590827842514402,0.0022883295194507935
correct,mp,erase_lot_size,0.5812356979405034,0.5925628888784052,-0.004576659038901587
incorrect,mp,baseline,0.5990990990990991,0.6335719702441138,0.0
incorrect,mp,erase_bedrooms,0.6006006006006006,0.6274510689007655,-0.0015015015015015232
incorrect,mp,erase_bathrooms,0.5855855855855856,0.6170644951610573,0.013513513513513487
incorrect,mp,erase_year_built,0.6156156156156156,0.635526505850065,-0.016516516516516533
incorrect,mp,erase_lot_size,0.5990990990990991,0.6300059583995378,0.0
