group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6024096385542169,0.6390014207818139,0.0
correct,mp,erase_bedrooms,0.5991237677984665,0.624078411796329,0.0032858707557503752
correct,mp,erase_bathrooms,0.6002190580503833,0.6294639428615314,0.0021905805038335835
correct,mp,erase_year_built,0.5991237677984665,0.6233104216266032,0.0032858707557503752
correct,mp,erase_lot_size,0.6035049288061336,0.6397166116273711,-0.0010952902519166807
incorrect,mp,baseline,0.5980861244019139,0.6364969341508931,0.0
incorrect,mp,erase_bedrooms,0.594896331738437,0.6245821627053298,0.0031897926634768536
incorrect,mp,erase_bathrooms,0.6012759170653907,0.6249512950392716,-0.0031897926634768536
incorrect,mp,erase_year_built,0.6060606060606061,0.6334413387199311,-0.00797448165869219
incorrect,mp,erase_lot_size,0.6044657097288676,0.6352152246580399,-0.006379585326953707
