group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5454545454545454,0.5635991859304201,0.0
correct,mp,erase_bedrooms,0.5487404162102957,0.5618592082021351,-0.003285870755750264
correct,mp,erase_bathrooms,0.552026286966046,0.5672519391751786,-0.0065717415115006395
correct,mp,erase_year_built,0.5388828039430449,0.5593608401812457,0.006571741511500528
correct,mp,erase_lot_size,0.5498357064622125,0.5646455725366715,-0.004381161007667056
incorrect,mp,baseline,0.6076555023923444,0.636322621659865,0.0
incorrect,mp,erase_bedrooms,0.5980861244019139,0.6365379488546645,0.009569377990430561
incorrect,mp,erase_bathrooms,0.6092503987240829,0.6399216619157968,-0.0015948963317384823
incorrect,mp,erase_year_built,0.6108452950558214,0.6435309558476714,-0.0031897926634769647
incorrect,mp,erase_lot_size,0.6092503987240829,0.6389988310809425,-0.0015948963317384823
