group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5045766590389016,0.5228570080671793,0.0
correct,mp,erase_bedrooms,0.505720823798627,0.522977570201234,-0.0011441647597254523
correct,mp,erase_bathrooms,0.5068649885583524,0.5221965372458366,-0.0022883295194507935
correct,mp,erase_year_built,0.5022883295194508,0.5253835710504107,0.0022883295194507935
correct,mp,erase_lot_size,0.5080091533180778,0.5256351789823507,-0.003432494279176246
incorrect,mp,baseline,0.5255255255255256,0.5302163079589772,0.0
incorrect,mp,erase_bedrooms,0.521021021021021,0.5301531128123647,0.0045045045045045695
incorrect,mp,erase_bathrooms,0.527027027027027,0.5335882204246714,-0.0015015015015014122
incorrect,mp,erase_year_built,0.5255255255255256,0.5343059367326303,0.0
incorrect,mp,erase_lot_size,0.5345345345345346,0.5433879820886899,-0.009009009009009028
