group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5125858123569794,0.5194471964062001,0.0
correct,mp,erase_bedrooms,0.511441647597254,0.5184381437624821,0.0011441647597254523
correct,mp,erase_bathrooms,0.5125858123569794,0.52016794829457,0.0
correct,mp,erase_year_built,0.5102974828375286,0.5195598957923816,0.0022883295194507935
correct,mp,erase_lot_size,0.5102974828375286,0.5205610856882263,0.0022883295194507935
incorrect,mp,baseline,0.53003003003003,0.5689188213202369,0.0
incorrect,mp,erase_bedrooms,0.5345345345345346,0.571008775097501,-0.0045045045045045695
incorrect,mp,erase_bathrooms,0.539039039039039,0.5663910154557272,-0.009009009009009028
incorrect,mp,erase_year_built,0.5345345345345346,0.5700653618373537,-0.0045045045045045695
incorrect,mp,erase_lot_size,0.536036036036036,0.5706341181568684,-0.006006006006005982
