group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6221248630887185,0.6404510022271714,0.0
correct,mp,erase_bedrooms,0.6035049288061336,0.6233728208278934,0.018619934282584905
correct,mp,erase_bathrooms,0.5914567360350493,0.6262911834728515,0.03066812705366917
correct,mp,erase_year_built,0.5991237677984665,0.6244240073727056,0.02300109529025196
correct,mp,erase_lot_size,0.6188389923329682,0.6410461946087092,0.003285870755750264
incorrect,mp,baseline,0.6012759170653907,0.638393864200316,0.0
incorrect,mp,erase_bedrooms,0.5933014354066986,0.6274019235896069,0.00797448165869219
incorrect,mp,erase_bathrooms,0.6012759170653907,0.6290322580645161,0.0
incorrect,mp,erase_year_built,0.6060606060606061,0.638557923015401,-0.004784688995215336
incorrect,mp,erase_lot_size,0.6140350877192983,0.6391628898960278,-0.012759170653907526
