group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5080091533180778,0.5261855713334697,0.0
correct,mp,erase_bedrooms,0.5091533180778032,0.5261331530143154,-0.0011441647597253413
correct,mp,erase_bathrooms,0.5148741418764302,0.5247073747333219,-0.006864988558352381
correct,mp,erase_year_built,0.5102974828375286,0.5287855199635169,-0.0022883295194507935
correct,mp,erase_lot_size,0.5045766590389016,0.5273125651952844,0.003432494279176246
incorrect,mp,baseline,0.536036036036036,0.5389101545572728,0.0
incorrect,mp,erase_bedrooms,0.5375375375375375,0.5394157157301748,-0.0015015015015015232
incorrect,mp,erase_bathrooms,0.5375375375375375,0.5384271630795898,-0.0015015015015015232
incorrect,mp,erase_year_built,0.539039039039039,0.5404810053445038,-0.0030030030030030463
incorrect,mp,erase_lot_size,0.5420420420420421,0.5468727430304781,-0.006006006006006093
