group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5366132723112128,0.5336289726533628,0.0
correct,mp,erase_bedrooms,0.5354691075514875,0.5360140061748779,0.0011441647597253413
correct,mp,erase_bathrooms,0.5240274599542334,0.5277633627400103,0.01258581235697942
correct,mp,erase_year_built,0.540045766590389,0.5331886587724678,-0.003432494279176246
correct,mp,erase_lot_size,0.5377574370709383,0.5326172990936872,-0.0011441647597254523
incorrect,mp,baseline,0.539039039039039,0.5624729163657374,0.0
incorrect,mp,erase_bedrooms,0.5465465465465466,0.5628972266358514,-0.007507507507507505
incorrect,mp,erase_bathrooms,0.536036036036036,0.5585006500072223,0.0030030030030030463
incorrect,mp,erase_year_built,0.5435435435435435,0.5619312436804854,-0.0045045045045044585
incorrect,mp,erase_lot_size,0.5555555555555556,0.5663910154557272,-0.016516516516516533
