group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5251716247139588,0.5523108615999119,0.0
correct,mp,erase_bedrooms,0.5320366132723112,0.5500359065486206,-0.006864988558352381
correct,mp,erase_bathrooms,0.5263157894736842,0.540768347722162,-0.0011441647597253413
correct,mp,erase_year_built,0.5331807780320366,0.5483742458314332,-0.008009153318077722
correct,mp,erase_lot_size,0.5320366132723112,0.5479444156143689,-0.006864988558352381
incorrect,mp,baseline,0.545045045045045,0.5642965477394194,0.0
incorrect,mp,erase_bedrooms,0.545045045045045,0.5650368337425972,0.0
incorrect,mp,erase_bathrooms,0.536036036036036,0.5638090423226926,0.009009009009009028
incorrect,mp,erase_year_built,0.545045045045045,0.5641791853242814,0.0
incorrect,mp,erase_lot_size,0.5465465465465466,0.5676639462660696,-0.0015015015015015232
