group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5766590389016019,0.5807268324133918,0.0
correct,mp,erase_bedrooms,0.580091533180778,0.5843699055946073,-0.003432494279176135
correct,mp,erase_bathrooms,0.5606407322654462,0.5700492208016859,0.016018306636155666
correct,mp,erase_year_built,0.5732265446224256,0.5792171848217516,0.003432494279176246
correct,mp,erase_lot_size,0.5720823798627003,0.5818905190986146,0.004576659038901587
incorrect,mp,baseline,0.5990990990990991,0.6362397082189802,0.0
incorrect,mp,erase_bedrooms,0.5855855855855856,0.6242552000577785,0.013513513513513487
incorrect,mp,erase_bathrooms,0.5870870870870871,0.6233117867976311,0.012012012012011963
incorrect,mp,erase_year_built,0.5930930930930931,0.6340820453560595,0.006006006006005982
incorrect,mp,erase_lot_size,0.6051051051051051,0.6361629712552361,-0.006006006006005982
