group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5958378970427163,0.6387950234237002,0.0
correct,mp,erase_bedrooms,0.6024096385542169,0.6245248060824822,-0.0065717415115006395
correct,mp,erase_bathrooms,0.6035049288061336,0.6324351048306582,-0.00766703176341732
correct,mp,erase_year_built,0.5991237677984665,0.6292431456877351,-0.003285870755750264
correct,mp,erase_lot_size,0.6078860898138007,0.6410917940250365,-0.012048192771084376
incorrect,mp,baseline,0.6188197767145136,0.6553739515616348,0.0
incorrect,mp,erase_bedrooms,0.6108452950558214,0.6453561101654943,0.00797448165869219
incorrect,mp,erase_bathrooms,0.6124401913875598,0.6486475401431414,0.006379585326953818
incorrect,mp,erase_year_built,0.6188197767145136,0.6561839919611181,0.0
incorrect,mp,erase_lot_size,0.6220095693779905,0.6556302934602055,-0.0031897926634768536
