group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5684556407447974,0.5923844174794564,0.0
correct,mp,erase_bedrooms,0.5750273822562979,0.5752246371246448,-0.006571741511500528
correct,mp,erase_bathrooms,0.5717415115005476,0.5790693879118347,-0.003285870755750264
correct,mp,erase_year_built,0.5618838992332968,0.5775046079410183,0.006571741511500528
correct,mp,erase_lot_size,0.5673603504928806,0.5931476077106214,0.0010952902519167917
incorrect,mp,baseline,0.6108452950558214,0.634969136435412,0.0
incorrect,mp,erase_bedrooms,0.5901116427432217,0.6198039497159732,0.020733652312599715
incorrect,mp,erase_bathrooms,0.6092503987240829,0.6330722063859894,0.0015948963317384823
incorrect,mp,erase_year_built,0.6092503987240829,0.6340155445727294,0.0015948963317384823
incorrect,mp,erase_lot_size,0.6092503987240829,0.6332157578491889,0.0015948963317384823
