group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5755148741418764,0.6019090751835952,0.0
correct,mp,erase_bedrooms,0.5732265446224256,0.5977916162140344,0.0022883295194507935
correct,mp,erase_bathrooms,0.5606407322654462,0.5904504306164919,0.014874141876430214
correct,mp,erase_year_built,0.5755148741418764,0.5941459221168613,0.0
correct,mp,erase_lot_size,0.5835240274599542,0.5996446037961347,-0.008009153318077833
incorrect,mp,baseline,0.5855855855855856,0.6290896287736532,0.0
incorrect,mp,erase_bedrooms,0.5900900900900901,0.6179266575184168,-0.0045045045045044585
incorrect,mp,erase_bathrooms,0.5795795795795796,0.6136745269391881,0.006006006006005982
incorrect,mp,erase_year_built,0.5855855855855856,0.6321410515672397,0.0
incorrect,mp,erase_lot_size,0.5855855855855856,0.6272614834609274,0.0
