group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6188389923329682,0.6491724905921205,0.0
correct,mp,erase_bedrooms,0.5991237677984665,0.6298959373320022,0.019715224534501696
correct,mp,erase_bathrooms,0.6221248630887185,0.6354590661239535,-0.003285870755750264
correct,mp,erase_year_built,0.6111719605695509,0.6286959526918056,0.00766703176341732
correct,mp,erase_lot_size,0.6265060240963856,0.6470413178711312,-0.00766703176341732
incorrect,mp,baseline,0.6188197767145136,0.6333593093123885,0.0
incorrect,mp,erase_bedrooms,0.5885167464114832,0.6178249902590078,0.030303030303030387
incorrect,mp,erase_bathrooms,0.594896331738437,0.6223468613497939,0.02392344497607657
incorrect,mp,erase_year_built,0.620414673046252,0.635440805528782,-0.0015948963317383713
incorrect,mp,erase_lot_size,0.6108452950558214,0.633031191682218,0.00797448165869219
