group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5160183066361556,0.5247493093886452,0.0
correct,mp,erase_bedrooms,0.517162471395881,0.5273754671782694,-0.0011441647597254523
correct,mp,erase_bathrooms,0.5125858123569794,0.5237821914002506,0.003432494279176135
correct,mp,erase_year_built,0.5137299771167048,0.5259549307291912,0.0022883295194507935
correct,mp,erase_lot_size,0.517162471395881,0.5247912440439685,-0.0011441647597254523
incorrect,mp,baseline,0.5375375375375375,0.5519734941499349,0.0
incorrect,mp,erase_bedrooms,0.5330330330330331,0.5528762819586884,0.0045045045045044585
incorrect,mp,erase_bathrooms,0.5375375375375375,0.5465432254802831,0.0
incorrect,mp,erase_year_built,0.539039039039039,0.5529394771053012,-0.0015015015015015232
incorrect,mp,erase_lot_size,0.539039039039039,0.5504161851798353,-0.0015015015015015232
