group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5778032036613272,0.5879605604566684,0.0
correct,mp,erase_bedrooms,0.5617848970251716,0.5769317461066293,0.016018306636155555
correct,mp,erase_bathrooms,0.540045766590389,0.5574897915323447,0.03775743707093815
correct,mp,erase_year_built,0.5743707093821511,0.5793062959643136,0.003432494279176135
correct,mp,erase_lot_size,0.5675057208237986,0.5789079167387419,0.010297482837528626
incorrect,mp,baseline,0.6036036036036037,0.6418099089989889,0.0
incorrect,mp,erase_bedrooms,0.5945945945945946,0.6246840242669363,0.009009009009009028
incorrect,mp,erase_bathrooms,0.581081081081081,0.6155297558861765,0.022522522522522626
incorrect,mp,erase_year_built,0.5945945945945946,0.6351563628484761,0.009009009009009028
incorrect,mp,erase_lot_size,0.6081081081081081,0.6422793586595408,-0.0045045045045044585
