group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6067907995618839,0.6453181399278088,0.0
correct,mp,erase_bedrooms,0.5969331872946331,0.6337982873819216,0.009857612267250793
correct,mp,erase_bathrooms,0.592552026286966,0.6379742339298058,0.014238773274917849
correct,mp,erase_year_built,0.6013143483023001,0.6345518777359649,0.005476451259583737
correct,mp,erase_lot_size,0.592552026286966,0.6440557560863222,0.014238773274917849
incorrect,mp,baseline,0.6220095693779905,0.6503804113774788,0.0
incorrect,mp,erase_bedrooms,0.6236044657097288,0.6363021143079794,-0.0015948963317383713
incorrect,mp,erase_bathrooms,0.6092503987240829,0.6372146914668909,0.012759170653907526
incorrect,mp,erase_year_built,0.6156299840510366,0.6520927752599307,0.006379585326953818
incorrect,mp,erase_lot_size,0.6044657097288676,0.6509136025265058,0.01754385964912286
