group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.6133625410733844,0.6404942016742186,0.0
correct,mp,erase_bedrooms,0.5936473165388828,0.6248272022118116,0.019715224534501585
correct,mp,erase_bathrooms,0.6067907995618839,0.6262191843944397,0.006571741511500528
correct,mp,erase_year_built,0.5969331872946331,0.6289359496198449,0.01642935377875132
correct,mp,erase_lot_size,0.6067907995618839,0.643042969049996,0.006571741511500528
incorrect,mp,baseline,0.6092503987240829,0.6421262022435041,0.0
incorrect,mp,erase_bedrooms,0.6156299840510366,0.6300268646309701,-0.006379585326953707
incorrect,mp,erase_bathrooms,0.6060606060606061,0.632631298320448,0.0031897926634768536
incorrect,mp,erase_year_built,0.6140350877192983,0.6393372023870558,-0.004784688995215336
incorrect,mp,erase_lot_size,0.6172248803827751,0.6409572831860222,-0.00797448165869219
