group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5812356979405034,0.6055573901967259,0.0
correct,mp,erase_bedrooms,0.5697940503432495,0.5992776755620555,0.011441647597253968
correct,mp,erase_bathrooms,0.5537757437070938,0.5758047522448145,0.027459954233409634
correct,mp,erase_year_built,0.5766590389016019,0.6028316376007087,0.004576659038901587
correct,mp,erase_lot_size,0.580091533180778,0.6042941087051104,0.0011441647597254523
incorrect,mp,baseline,0.5690690690690691,0.5911093456593962,0.0
incorrect,mp,erase_bedrooms,0.575075075075075,0.5894030767008522,-0.006006006006005982
incorrect,mp,erase_bathrooms,0.56006006006006,0.5750668062978477,0.009009009009009028
incorrect,mp,erase_year_built,0.581081081081081,0.5938402787808754,-0.012012012012011963
incorrect,mp,erase_lot_size,0.5690690690690691,0.5898183590928788,0.0
