group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5709382151029748,0.5770051317534451,0.0
correct,mp,erase_bedrooms,0.5720823798627003,0.5748035623489698,-0.0011441647597254523
correct,mp,erase_bathrooms,0.5526315789473685,0.5662436508310924,0.01830663615560635
correct,mp,erase_year_built,0.5640732265446224,0.576764007485336,0.006864988558352381
correct,mp,erase_lot_size,0.5778032036613272,0.5797780608367014,-0.006864988558352381
incorrect,mp,baseline,0.5900900900900901,0.622634695941066,0.0
incorrect,mp,erase_bedrooms,0.5930930930930931,0.6128575039722663,-0.0030030030030030463
incorrect,mp,erase_bathrooms,0.5795795795795796,0.6089664885165391,0.01051051051051044
incorrect,mp,erase_year_built,0.6081081081081081,0.6290535172613029,-0.018018018018018056
incorrect,mp,erase_lot_size,0.6021021021021021,0.6259885526505851,-0.012012012012012074
