group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5617848970251716,0.5941878567721848,0.0
correct,mp,erase_bedrooms,0.5675057208237986,0.5895907701823634,-0.005720823798626928
correct,mp,erase_bathrooms,0.5652173913043478,0.5845245396361121,-0.003432494279176135
correct,mp,erase_year_built,0.5617848970251716,0.5848836051223181,0.0
correct,mp,erase_lot_size,0.562929061784897,0.5873944426098032,-0.0011441647597253413
incorrect,mp,baseline,0.5990990990990991,0.6308771486349847,0.0
incorrect,mp,erase_bedrooms,0.6036036036036037,0.6266159901776687,-0.0045045045045045695
incorrect,mp,erase_bathrooms,0.5945945945945946,0.6160714285714285,0.0045045045045044585
incorrect,mp,erase_year_built,0.5885885885885885,0.6321410515672395,0.010510510510510551
incorrect,mp,erase_lot_size,0.5945945945945946,0.62957713419038,0.0045045045045044585
