group,method,condition,accuracy,auc,accuracy_drop
correct,mp,baseline,0.5125858123569794,0.5248777342705728,0.0
correct,mp,erase_bedrooms,0.5160183066361556,0.5271028919186678,-0.003432494279176135
correct,mp,erase_bathrooms,0.5102974828375286,0.526065009199415,0.0022883295194507935
correct,mp,erase_year_built,0.5148741418764302,0.5263795191143401,-0.0022883295194507935
correct,mp,erase_lot_size,0.5137299771167048,0.5286701996613776,-0.0011441647597253413
incorrect,mp,baseline,0.5105105105105106,0.5191210457893977,0.0
incorrect,mp,erase_bedrooms,0.5105105105105106,0.517216163512928,0.0
incorrect,mp,erase_bathrooms,0.512012012012012,0.5191210457893977,-0.0015015015015014122
incorrect,mp,erase_year_built,0.5180180180180181,0.520511339014878,-0.007507507507507505
incorrect,mp,erase_lot_size,0.5180180180180181,0.528573234147046,-0.007507507507507505
